"pc","list_position","x"
"Hazrat Omer Farouq High School - 3201026",4,"#pc > option:nth-child(4)"
"Amir Ali Sher Nawayee School - 3201027",1,"#pc > option:nth-child(1)"
"Ustad Kamaluddin Behzad High School - 3201028",2,"#pc > option:nth-child(2)"
"Fikri Saljouqi High School - 3201029",3,"#pc > option:nth-child(3)"
"Shaheed Mirwai Sadeq High School - 3201030",4,"#pc > option:nth-child(4)"
"Ba Ba Zangi Ata School - 3201031",1,"#pc > option:nth-child(1)"
"Hawz Karbas Girls High School - 3201032",2,"#pc > option:nth-child(2)"
"Ba Ba e Barq Health Center - 3201033",1,"#pc > option:nth-child(1)"
"Saifi High School - 3201034",2,"#pc > option:nth-child(2)"
"Asim Secondary School - 3201035",3,"#pc > option:nth-child(3)"
"Shaheed Dashti High School - 3201036",1,"#pc > option:nth-child(1)"
"Mawlana Abdullah Shafiqi Herawi Secondary School - 3201037",2,"#pc > option:nth-child(2)"
"Nawabad Jame Mosque - 3201038",3,"#pc > option:nth-child(3)"
"Fatah Nawabad High School - 3201039",4,"#pc > option:nth-child(4)"
"Sayed Qanad Girls School - 3201040",1,"#pc > option:nth-child(1)"
"Sayed Qanad Secondary School - 3201041",2,"#pc > option:nth-child(2)"
"Abdul Ali Shah Tokhi School - 3201042",3,"#pc > option:nth-child(3)"
"Mawlana Jami Jame Mosque - 3201043",4,"#pc > option:nth-child(4)"
"Ba Ba G High School - 3201044",5,"#pc > option:nth-child(5)"
"Khwajah Mehrabuddin Jami Secondary School - 3201045",6,"#pc > option:nth-child(6)"
"Jebraiel Girls School - 3201046",1,"#pc > option:nth-child(1)"
"Jebraiel Jame Mosque - 3201047",2,"#pc > option:nth-child(2)"
"Ghulam Qader Khan Azadani School - 3201048",3,"#pc > option:nth-child(3)"
"Dash Khana High School - 3201049",4,"#pc > option:nth-child(4)"
"Payeen Aab High School - 3201050",1,"#pc > option:nth-child(1)"
"Sardar Mohammad Daud Khan High School - 3201051",1,"#pc > option:nth-child(1)"
"Ronakha Girls High School - 3301001",1,"#pc > option:nth-child(1)"
"Malalai Maiwand Girls High School - 3301002",2,"#pc > option:nth-child(2)"
"Merman Nazo High School - 3301003",3,"#pc > option:nth-child(3)"
"Taufeeq Mirzaii High School - 3301004",4,"#pc > option:nth-child(4)"
"Agriculture Institute - 3301005",5,"#pc > option:nth-child(5)"
"Mahbobah Popal Girls High School - 3301006",6,"#pc > option:nth-child(6)"
"Boys High School - 3301007",7,"#pc > option:nth-child(7)"
"Qalla Mohammad Secondary School - 3301008",8,"#pc > option:nth-child(8)"
"Nang Abad village Secondary School - 3301009",9,"#pc > option:nth-child(9)"
"Girls High School - 3301010",10,"#pc > option:nth-child(10)"
"Shorabad High School - 3301011",11,"#pc > option:nth-child(11)"
"Karezak Boys School - 3301012",12,"#pc > option:nth-child(12)"
"Girls Primary School - 3301013",13,"#pc > option:nth-child(13)"
"Sher Ali Khan Girls High School - 3301014",14,"#pc > option:nth-child(14)"
"Kirji Secondary School - 3301023",15,"#pc > option:nth-child(15)"
"Bakht Abad School - 3301024",16,"#pc > option:nth-child(16)"
"Sports Stadium - 3301025",17,"#pc > option:nth-child(17)"
"Transport and Aviation Directorate - 3301026",18,"#pc > option:nth-child(18)"
"Girls High School - 3301027",19,"#pc > option:nth-child(19)"
"Regi Kalan Secondary School - 3301028",20,"#pc > option:nth-child(20)"
"Qalla Behbod Mosque - 3301029",21,"#pc > option:nth-child(21)"
"Yazdah village Boys High School - 3301030",22,"#pc > option:nth-child(22)"
"Chahar Bagh High School - 3301031",23,"#pc > option:nth-child(23)"
"Sang Zor High School - 3301032",24,"#pc > option:nth-child(24)"
"Girls High School - 3301033",25,"#pc > option:nth-child(25)"
"Mulla Moeen High School - 3301037",26,"#pc > option:nth-child(26)"
"Haji Abdul Rahman Nekah Secondary School - 3301038",27,"#pc > option:nth-child(27)"
"Khwajah Abdullah Bedar High School - 3302045",1,"#pc > option:nth-child(1)"
"Khushk Abah Mosque - 3303055",1,"#pc > option:nth-child(1)"
"Karez Sadiq Mosque - 3303062",2,"#pc > option:nth-child(2)"
"Keshkak Mosque - 3304070",1,"#pc > option:nth-child(1)"
"Keen High School - 3305091",1,"#pc > option:nth-child(1)"
"Farahrod clinic - 3306111",1,"#pc > option:nth-child(1)"
"Speen Majid Mosque - 3306119",2,"#pc > option:nth-child(2)"
"Shiekh Abdul Samad Nazari High School - 3307132",1,"#pc > option:nth-child(1)"
"Masjid Markaz (Sultan Bakwah) Mosque - 3308146",1,"#pc > option:nth-child(1)"
"Luftan Girls School - 3309161",1,"#pc > option:nth-child(1)"
"Ibne Aiman Jowaini Boys High School - 3309162",2,"#pc > option:nth-child(2)"
"Char gawak Ulya Mosque - 3309164",3,"#pc > option:nth-child(3)"
"Mughul Abad Mosque - 3310185",1,"#pc > option:nth-child(1)"
"Tolai School - 3311202",1,"#pc > option:nth-child(1)"
"Asthoi Mosque - 3311204",2,"#pc > option:nth-child(2)"
"Rodaabah High School - 3401001",1,"#pc > option:nth-child(1)"
"Zaranj Primary School - 3401002",2,"#pc > option:nth-child(2)"
"Agriculture Directorate - 3401003",3,"#pc > option:nth-child(3)"
"Girls High School - 3401004",4,"#pc > option:nth-child(4)"
"Farukhi High School - 3401005",5,"#pc > option:nth-child(5)"
"Mulki (Civil) High School - 3401006",6,"#pc > option:nth-child(6)"
"Shuru Secondary School - 3401007",7,"#pc > option:nth-child(7)"
"Ferozah gai Secondary School - 3401008",8,"#pc > option:nth-child(8)"
"Syah Dak Primary School - 3401009",9,"#pc > option:nth-child(9)"
"Shaheed Nahid Girls High School - 3401010",10,"#pc > option:nth-child(10)"
"Hindus Camp (PC added) - 3401011",11,"#pc > option:nth-child(11)"
"Qader Khan Boys and Girls High School - 3401012",12,"#pc > option:nth-child(12)"
"Shaheed Habib Boys High School  - 3401013",13,"#pc > option:nth-child(13)"
"Abdul Rahman Pahwal Primary School - 3401014",14,"#pc > option:nth-child(14)"
"Ghulam Haider Khan Secondary School - 3401015",15,"#pc > option:nth-child(15)"
"Abdul Rahman Lala High School - 3401016",16,"#pc > option:nth-child(16)"
"خوابگاه - 3401068",17,"#pc > option:nth-child(17)"
"Raees School - 3402017",1,"#pc > option:nth-child(1)"
"Makakai School - 3402018",2,"#pc > option:nth-child(2)"
"Darwesh School - 3402019",3,"#pc > option:nth-child(3)"
"Gargej School - 3402020",4,"#pc > option:nth-child(4)"
"Telayee School - 3402021",5,"#pc > option:nth-child(5)"
"Haji Nabi Jan School - 3402022",6,"#pc > option:nth-child(6)"
"Dasht School - 3402023",7,"#pc > option:nth-child(7)"
"Dehak Naroyee School - 3402024",8,"#pc > option:nth-child(8)"
"Karkai School - 3402025",9,"#pc > option:nth-child(9)"
"Deh Naw village School - 3403030",1,"#pc > option:nth-child(1)"
"Hassan Sherdil village School - 3403031",2,"#pc > option:nth-child(2)"
"Amir Bunyad village School - 3403032",3,"#pc > option:nth-child(3)"
"Sahib dad School - 3403033",4,"#pc > option:nth-child(4)"
"Shaqais village School - 3403034",5,"#pc > option:nth-child(5)"
"Sarkang School - 3403035",6,"#pc > option:nth-child(6)"
"Khanah Ijtemai (Social hall) - 3403036",7,"#pc > option:nth-child(7)"
"Sargaz School - 3403037",8,"#pc > option:nth-child(8)"
"Maktab Jadeed (new School) - 3403038",9,"#pc > option:nth-child(9)"
"Ashkanak School - 3404040",1,"#pc > option:nth-child(1)"
"Maktab Jadeed (new School) - 3404042",2,"#pc > option:nth-child(2)"
"Pudahgi Zyarat School - 3404043",3,"#pc > option:nth-child(3)"
"Cricketi Mosque - 3404044",4,"#pc > option:nth-child(4)"
"Chagani School - 3404045",5,"#pc > option:nth-child(5)"
"Qalla Fateh School - 3404046",6,"#pc > option:nth-child(6)"
"Karodi School - 3404047",7,"#pc > option:nth-child(7)"
"Hazrat Abu Baker Sediq Mosque - 3404048",8,"#pc > option:nth-child(8)"
"Hamid Karzai High School - 3405049",1,"#pc > option:nth-child(1)"
"Minar School - 3405055",2,"#pc > option:nth-child(2)"
"Gawmeshi village Mosque - 3406061",1,"#pc > option:nth-child(1)"
"Qaderia School - 3406062",2,"#pc > option:nth-child(2)"
"Naqshbandia Primary School - 3406063",3,"#pc > option:nth-child(3)"
"Boys Primary School - 3406064",4,"#pc > option:nth-child(4)"
"School - 3406065",5,"#pc > option:nth-child(5)"
"Naderia High School - 101029",1,"#pc > option:nth-child(1)"
"Legal Faculty (Pohanzai Huqooq) - 101043",2,"#pc > option:nth-child(2)"
"Raabia High School - 101049",3,"#pc > option:nth-child(3)"
"Naser Khesraw Balkhi Secondary School - 101058",4,"#pc > option:nth-child(4)"
"Ustad Misbah High School - 101060",5,"#pc > option:nth-child(5)"
"Tajwar Sultana Girls School - 101062",6,"#pc > option:nth-child(6)"
"Haji Yaqoub Jame Mosque - 101069",7,"#pc > option:nth-child(7)"
"Naheed Shaheed High School - 101070",8,"#pc > option:nth-child(8)"
"Imam Hussain Mosque - 101075",9,"#pc > option:nth-child(9)"
"Hazrat Bilal Mosque - 101086",10,"#pc > option:nth-child(10)"
"Qalla e Kashif High School - 101088",11,"#pc > option:nth-child(11)"
"Shaheed Mosque - 101089",12,"#pc > option:nth-child(12)"
"Shah E Welayat Maab Mosque - 101091",13,"#pc > option:nth-child(13)"
"Ayub Khan Mosque - 101135",14,"#pc > option:nth-child(14)"
"Hazrat Bilal Mosque - 101143",15,"#pc > option:nth-child(15)"
"Zakhil wa Mohmand Mosque - 101144",16,"#pc > option:nth-child(16)"
"Hazarat Bilal Mosque - 101146",17,"#pc > option:nth-child(17)"
"Rahman Mena Girls High School - 101154",18,"#pc > option:nth-child(18)"
"Sayed Noor Mohammad Shah Mena Boys High School - 101155",19,"#pc > option:nth-child(19)"
"Abdul Hai Habibi High School  - 101157",20,"#pc > option:nth-child(20)"
"Shahrak e Telayee Mosque - 101162",21,"#pc > option:nth-child(21)"
"Abdul Rahim Ghafourzai High School - 101164",22,"#pc > option:nth-child(22)"
"Ustad Betab High School - 101167",23,"#pc > option:nth-child(23)"
"Qalla e Hashmat Khan Secondary School - 101170",24,"#pc > option:nth-child(24)"
"Ilhaqya no.1 Abdul Hai Habibi High School - 101171",25,"#pc > option:nth-child(25)"
"Paktya Kot Secondary School - 101173",26,"#pc > option:nth-child(26)"
"Sidiqullah Reshteen High School - 101251",27,"#pc > option:nth-child(27)"
"Ahmad Shah Baba Girls High School - 101258",28,"#pc > option:nth-child(28)"
"Bibi Aayesha Sediqa High School - 101260",29,"#pc > option:nth-child(29)"
"Hazrat Ibrahim Khalilullah High School - 101261",30,"#pc > option:nth-child(30)"
"Nawabad (Zan Abad) Secondary School - 101262",31,"#pc > option:nth-child(31)"
"Qazi High School - 101296",32,"#pc > option:nth-child(32)"
"Abdul Ahmad Jawed High School - 101302",33,"#pc > option:nth-child(33)"
"Hazrat Hamza Mosque - 101303",34,"#pc > option:nth-child(34)"
"Aqsa Mosque - 101305",35,"#pc > option:nth-child(35)"
"Shaheedan Secondary School - 101332",36,"#pc > option:nth-child(36)"
"Shahrak e Khurasan High School - 101335",37,"#pc > option:nth-child(37)"
"Ghafoor Ahmadi High School - 101338",38,"#pc > option:nth-child(38)"
"Lamia Shaheed High School - 101345",39,"#pc > option:nth-child(39)"
"Nawabad Newly established Primary School - 101347",40,"#pc > option:nth-child(40)"
"Shahrak Zakereen High School - 101350",41,"#pc > option:nth-child(41)"
"Burhanuddin Rabani High School - 101356",42,"#pc > option:nth-child(42)"
"Wazeer Gul Mosque - 101358",43,"#pc > option:nth-child(43)"
"Mohammad Jan Khan High School - 101360",44,"#pc > option:nth-child(44)"
"Shahrak Mohamadia  High School - 101361",45,"#pc > option:nth-child(45)"
"Pul e Charkhi High School - 101363",46,"#pc > option:nth-child(46)"
"Haji Zafran Secondary School - 101364",47,"#pc > option:nth-child(47)"
"Haji Sardar Mosque - 101365",48,"#pc > option:nth-child(48)"
"Sahreef Qul Baho Mosque - 101366",49,"#pc > option:nth-child(49)"
"Hamza Mosque - 101367",50,"#pc > option:nth-child(50)"
"Speen Ghar Secondary School - 101368",51,"#pc > option:nth-child(51)"
"Shareef Gul Sayeed Khan Mosque - 101369",52,"#pc > option:nth-child(52)"
"75 Beds Hospital - 101370",53,"#pc > option:nth-child(53)"
"Ahmad Jan Mosque - 101371",54,"#pc > option:nth-child(54)"
"Kochian Religious Madrassah - 101372",55,"#pc > option:nth-child(55)"
"Janat Gul Primary School No. 1 - 101374",56,"#pc > option:nth-child(56)"
"Senator Haji  Janat Gul School - 101375",57,"#pc > option:nth-child(57)"
"Hassan ul Basari School - 102381",58,"#pc > option:nth-child(58)"
"Saaha e Kochi ha (Kochis location) - 102382",59,"#pc > option:nth-child(59)"
"Omer Farouq Secondary School - 102384",60,"#pc > option:nth-child(60)"
"Hazrat Abubaker Sedique School - 102385",61,"#pc > option:nth-child(61)"
"Kashkak Primary School - 102392",62,"#pc > option:nth-child(62)"
"Nawniaz Girls Primary School - 103399",63,"#pc > option:nth-child(63)"
"Lewan Khil Mosque - 103400",64,"#pc > option:nth-child(64)"
"Haji Marjan Mosque - 103403",65,"#pc > option:nth-child(65)"
"Malalai Shaheed High School - 103404",66,"#pc > option:nth-child(66)"
"Imam Abu Haneefa Mosque - 104414",67,"#pc > option:nth-child(67)"
"Abdul Shukoor Reshad High School - 104418",68,"#pc > option:nth-child(68)"
"Qalla e Noman High School - 104420",69,"#pc > option:nth-child(69)"
"Shewaki Boys High School - 104424",70,"#pc > option:nth-child(70)"
"Qalla e Hassan Khan Jame Mosque - 104425",71,"#pc > option:nth-child(71)"
"Shaheed Malik Gul Rahman High School - 104426",72,"#pc > option:nth-child(72)"
"Kamari Girls High School - 104427",73,"#pc > option:nth-child(73)"
"Karez Bakar Primary School - 104428",74,"#pc > option:nth-child(74)"
"Kakarr Jame Mosque - 105429",75,"#pc > option:nth-child(75)"
"Qais wa Lawang Mosque - 105430",76,"#pc > option:nth-child(76)"
"Khwaja Ghar Secondary School - 105432",77,"#pc > option:nth-child(77)"
"Shiekh Saduddin Mohammad Ansari Secondary School - 105437",78,"#pc > option:nth-child(78)"
"Malik Zargul Mosque - 105438",79,"#pc > option:nth-child(79)"
"Haji Ahmad Shah Mosque - 105442",80,"#pc > option:nth-child(80)"
"Kochi Secondary School - 106445",81,"#pc > option:nth-child(81)"
"Shahrak Ulghoi Mosque - 106446",82,"#pc > option:nth-child(82)"
"Danishmand High School - 106447",83,"#pc > option:nth-child(83)"
"Mohammad Hassan Khan High School - 106448",84,"#pc > option:nth-child(84)"
"Wazeer Gul Shaheed Secondary School - 106457",85,"#pc > option:nth-child(85)"
"Qeshlaq Secondary School - 107460",86,"#pc > option:nth-child(86)"
"Sang e Naweshta Mosque - 107462",87,"#pc > option:nth-child(87)"
"Rahmat Abad Secondary School - 107464",88,"#pc > option:nth-child(88)"
"Mashwanni School - 108473",89,"#pc > option:nth-child(89)"
"Ghazgai Primary School - 109480",90,"#pc > option:nth-child(90)"
"Bar Malang Jame Mosque - 109482",91,"#pc > option:nth-child(91)"
"Dasht e Guldarah High School - 111495",92,"#pc > option:nth-child(92)"
"Badal Shah Khil High School - 113514",93,"#pc > option:nth-child(93)"
"Daudazai High School - 114520",94,"#pc > option:nth-child(94)"
"Alsaghan High School - 114522",95,"#pc > option:nth-child(95)"
"Chawnni Jame Mosque - 114523",96,"#pc > option:nth-child(96)"
"Bagh Alam High School - 114524",97,"#pc > option:nth-child(97)"
"Mir Alam Khan High School - 114526",98,"#pc > option:nth-child(98)"
"Isterghech High School - 114531",99,"#pc > option:nth-child(99)"
"Hotk Khil Bala High School - 115534",100,"#pc > option:nth-child(100)"
"Hotk Khil Girls Secondary School - 115535",101,"#pc > option:nth-child(101)"
"Zaraat Jame Mosque - 201002",102,"#pc > option:nth-child(102)"
"Allah Mohammad Shokhi (Kochi) High School - 201003",103,"#pc > option:nth-child(103)"
"Zakozai Mosque - 201004",104,"#pc > option:nth-child(104)"
"Late Sayed Mir Jan Mosque - 201005",105,"#pc > option:nth-child(105)"
"Khal Mohammad High School - 201006",106,"#pc > option:nth-child(106)"
"Regrawan Girls School - 201007",107,"#pc > option:nth-child(107)"
"Girls High School - 201008",108,"#pc > option:nth-child(108)"
"Ali Khil Girls School - 201010",109,"#pc > option:nth-child(109)"
"Mahmoud Raqi Girls High School - 201015",110,"#pc > option:nth-child(110)"
"Enayatullah Primary School - 202023",111,"#pc > option:nth-child(111)"
"Mohammad Tahir Shaheed School - 202024",112,"#pc > option:nth-child(112)"
"Pul e Mirwais Mosque - 203025",113,"#pc > option:nth-child(113)"
"Bolgheen Girls High School - 203030",114,"#pc > option:nth-child(114)"
"Sanjan Primary School - 204033",115,"#pc > option:nth-child(115)"
"Ilhaqya Qalla e Mir School - 204034",116,"#pc > option:nth-child(116)"
"Mohammad Omer Shaheed High School - 204045",117,"#pc > option:nth-child(117)"
"Gyawah School - 205047",118,"#pc > option:nth-child(118)"
"Sabat Mosque - 205060",119,"#pc > option:nth-child(119)"
"Shaheed Hafeezullah Secondary School - 206076",120,"#pc > option:nth-child(120)"
"Shalwati Mosque - 206084",121,"#pc > option:nth-child(121)"
"Payenda Khil School - 206085",122,"#pc > option:nth-child(122)"
"Agha Shereen Secondary School - 206086",123,"#pc > option:nth-child(123)"
"Sadeqi High School - 301003",124,"#pc > option:nth-child(124)"
"Mir Ali Ahmad Shaheed High School - 301007",125,"#pc > option:nth-child(125)"
"Noman High School - 301011",126,"#pc > option:nth-child(126)"
"Ilhaqya Khadijatul Kubra Madrassah - 301019",127,"#pc > option:nth-child(127)"
"Amanullah Shaheed High School - 301021",128,"#pc > option:nth-child(128)"
"Deh Qazi High School - 301022",129,"#pc > option:nth-child(129)"
"Laghmani High School - 301033",130,"#pc > option:nth-child(130)"
"Qalla e Nasro School - 302037",131,"#pc > option:nth-child(131)"
"Bareek Aab Mosque - 302038",132,"#pc > option:nth-child(132)"
"Shahrak Mohajereen Bareek Aab High School - 302039",133,"#pc > option:nth-child(133)"
"Nikah Khil Madrassah - 302040",134,"#pc > option:nth-child(134)"
"Khanqa Girls Secondary School - 302041",135,"#pc > option:nth-child(135)"
"Naseri High School - 302042",136,"#pc > option:nth-child(136)"
"Qalla Band High School - 302043",137,"#pc > option:nth-child(137)"
"Taloot Shaheed School - 302044",138,"#pc > option:nth-child(138)"
"Sher Aqa Shaheed School - 302045",139,"#pc > option:nth-child(139)"
"Bagram Airport Girls High School - 302047",140,"#pc > option:nth-child(140)"
"Dahan Maidan Jame Mosque - 302048",141,"#pc > option:nth-child(141)"
"Sehdukan Anchu Mosque - 304073",142,"#pc > option:nth-child(142)"
"Qazi Khil Girls High School - 304075",143,"#pc > option:nth-child(143)"
"Eng. Mohammad Gul Shaheed Secondary School - 306104",144,"#pc > option:nth-child(144)"
"Lalmi Sabzak Secondary School - 306105",145,"#pc > option:nth-child(145)"
"Mullah Ahmad Khil Mosque - 308142",146,"#pc > option:nth-child(146)"
"Awal Baba School - 401001",147,"#pc > option:nth-child(147)"
"Tameer Sharwali (Municipality Building) - 401002",148,"#pc > option:nth-child(148)"
"Naser Abad School - 401003",149,"#pc > option:nth-child(149)"
"Kuhnah Khumar School - 401011",150,"#pc > option:nth-child(150)"
"Kotah e Ashru Girls School - 401013",151,"#pc > option:nth-child(151)"
"Srah Myasht Markaz (Red Cresent Center) - 501001",152,"#pc > option:nth-child(152)"
"Omer Farouq High School - 501002",153,"#pc > option:nth-child(153)"
"Hesarak Secondary School - 501003",154,"#pc > option:nth-child(154)"
"Pad Khwab e Shanah Secondary School - 501006",155,"#pc > option:nth-child(155)"
"Pas e Karez School - 501007",156,"#pc > option:nth-child(156)"
"Al Tamoor Secondary School - 501008",157,"#pc > option:nth-child(157)"
"Chawnnai School - 501009",158,"#pc > option:nth-child(158)"
"Pashtoon Abad Mosque - 501010",159,"#pc > option:nth-child(159)"
"Shahrak Muhajereen Clinic - 501012",160,"#pc > option:nth-child(160)"
"Poorak School - 501014",161,"#pc > option:nth-child(161)"
"Jihadi Kulangar High School - 501017",162,"#pc > option:nth-child(162)"
"Dabar School - 503044",163,"#pc > option:nth-child(163)"
"Do bandi School - 504045",164,"#pc > option:nth-child(164)"
"Khoshi High School and Myanah Deh Girls School - 504048",165,"#pc > option:nth-child(165)"
"Mohammad Jan Khan School - 505057",166,"#pc > option:nth-child(166)"
"Mohammad Agha High School - 505060",167,"#pc > option:nth-child(167)"
"Old Building of the District Administrator - 505062",168,"#pc > option:nth-child(168)"
"Abdul Wakeel High School - 601002",169,"#pc > option:nth-child(169)"
"Speen Jumat Mosque - 601006",170,"#pc > option:nth-child(170)"
"Serajul Emarat garden - 601007",171,"#pc > option:nth-child(171)"
"Angor Bagh Jame Mosque - 601008",172,"#pc > option:nth-child(172)"
"Gumrak Mosque - 601009",173,"#pc > option:nth-child(173)"
"Ameer Shaheed Garden - 601010",174,"#pc > option:nth-child(174)"
"Bibi Hawa High School - 601011",175,"#pc > option:nth-child(175)"
"Mia Omer School - 601012",176,"#pc > option:nth-child(176)"
"Itefaq Mosque - 601013",177,"#pc > option:nth-child(177)"
"Arabano School - 601014",178,"#pc > option:nth-child(178)"
"Imam Bukhari High School - 601016",179,"#pc > option:nth-child(179)"
"Lycee Tajrubawi (Experimental High School) - 601017",180,"#pc > option:nth-child(180)"
"Bibi Zainab School - 601018",181,"#pc > option:nth-child(181)"
"Chaknori High School - 601019",182,"#pc > option:nth-child(182)"
"Directorate of Women Affairs - 601020",183,"#pc > option:nth-child(183)"
"Mehtarlam Jame Mosque - 601021",184,"#pc > option:nth-child(184)"
"Majboor Abad Jame Mosque - 601023",185,"#pc > option:nth-child(185)"
"Majboor Abad School - 601024",186,"#pc > option:nth-child(186)"
"Base Ikmalati Mosque - 601027",187,"#pc > option:nth-child(187)"
"Bibi Ayesha High School - 601030",188,"#pc > option:nth-child(188)"
"Eidgah Mosque - 601031",189,"#pc > option:nth-child(189)"
"Nangarhar High School - 601032",190,"#pc > option:nth-child(190)"
"Chehel Metra Mosque - 601034",191,"#pc > option:nth-child(191)"
"Zerr Jomat Mosque - 601035",192,"#pc > option:nth-child(192)"
"Imam Abu Hanifa Mosque - 601036",193,"#pc > option:nth-child(193)"
"Directorate of Haj and Endowment Mosque - 601037",194,"#pc > option:nth-child(194)"
"Nazo Ana School - 601038",195,"#pc > option:nth-child(195)"
"Isteqlal School - 601039",196,"#pc > option:nth-child(196)"
"Darul Malemeen (Institute of Teacher Training) - 601040",197,"#pc > option:nth-child(197)"
"Kochiano Jomat Mosque - 601041",198,"#pc > option:nth-child(198)"
"Hazrat Abas Primary School - 601042",199,"#pc > option:nth-child(199)"
"Nahia (District) no. 6 Building - 601043",200,"#pc > option:nth-child(200)"
"Najmul Jihad School - 601044",201,"#pc > option:nth-child(201)"
"Awale Hesae Primary School - 601045",202,"#pc > option:nth-child(202)"
"Shahrak Sayaf Mosque - 601046",203,"#pc > option:nth-child(203)"
"Samar Khil School - 602049",204,"#pc > option:nth-child(204)"
"Saracha Ali Khan Boys High School - 602050",205,"#pc > option:nth-child(205)"
"Wazir Mohammad Gul Khan High School - 602053",206,"#pc > option:nth-child(206)"
"Shaheed Sardar Mohammad Daoud Khan High School - 602054",207,"#pc > option:nth-child(207)"
"Haji Haleem Mosque - 602055",208,"#pc > option:nth-child(208)"
"Mohammadi Sahibzadah High School - 602057",209,"#pc > option:nth-child(209)"
"Hazrat Abu Baker High School - 602058",210,"#pc > option:nth-child(210)"
"Qalla e Malakh School - 602059",211,"#pc > option:nth-child(211)"
"Banda Jomat Mosque - 602060",212,"#pc > option:nth-child(212)"
"Haji Sarbiland Khan School - 602061",213,"#pc > option:nth-child(213)"
"Shaheed Malang Jan High School - 602062",214,"#pc > option:nth-child(214)"
"Baher Abad High School - 602064",215,"#pc > option:nth-child(215)"
"Janan Khan High School - 602065",216,"#pc > option:nth-child(216)"
"Daman Mosque - 602066",217,"#pc > option:nth-child(217)"
"Behsoud Agriculture Cooperative - 602067",218,"#pc > option:nth-child(218)"
"Nahid Shaheed School - 602068",219,"#pc > option:nth-child(219)"
"Zangoyee School - 602069",220,"#pc > option:nth-child(220)"
"Syah Sang Secondary School - 603070",221,"#pc > option:nth-child(221)"
"Abu Baker Sedique Jame Mosque - 603071",222,"#pc > option:nth-child(222)"
"Koz Shiekh Mesri Clinic - 603073",223,"#pc > option:nth-child(223)"
"Afghan Mena Secondry School - 603077",224,"#pc > option:nth-child(224)"
"Directorate of the Mines Industries - 603078",225,"#pc > option:nth-child(225)"
"Bakhtan Clinic - 603079",226,"#pc > option:nth-child(226)"
"Reyasat Kanan - 603080",227,"#pc > option:nth-child(227)"
"Charbagh School - 603081",228,"#pc > option:nth-child(228)"
"Amarkhil School - 603083",229,"#pc > option:nth-child(229)"
"Bibi Mariam School - 603084",230,"#pc > option:nth-child(230)"
"Qazi Fazel Mahmoud Primary School - 603086",231,"#pc > option:nth-child(231)"
"Faqrullah High School - 603087",232,"#pc > option:nth-child(232)"
"Girls High School - 603088",233,"#pc > option:nth-child(233)"
" Jame Mosque - 603089",234,"#pc > option:nth-child(234)"
"Nazaneen Jabarkhil Girls and Boys High School - 603090",235,"#pc > option:nth-child(235)"
"Abu Baker Sedique Jame Mosque - 603094",236,"#pc > option:nth-child(236)"
"Koshkak Girls High School - 603095",237,"#pc > option:nth-child(237)"
"Koz Fateh Abad School - 603096",238,"#pc > option:nth-child(238)"
"Haji Malouk Mosque - 604112",239,"#pc > option:nth-child(239)"
"Mullah Sahib Mosque - 604113",240,"#pc > option:nth-child(240)"
"Kochi Dawlat Abad Secondary School - 604119",241,"#pc > option:nth-child(241)"
"Shaheed Khudai Dost School - 605128",242,"#pc > option:nth-child(242)"
"Murad Ali High School - 605129",243,"#pc > option:nth-child(243)"
"Sangar Sarai Clinic - 605131",244,"#pc > option:nth-child(244)"
"Sayed Sarwar Qaderi High School - 605132",245,"#pc > option:nth-child(245)"
"Mirza Khil School - 605133",246,"#pc > option:nth-child(246)"
"Bazidkhil Mosque - 605138",247,"#pc > option:nth-child(247)"
"Sapedari Mosque - 605139",248,"#pc > option:nth-child(248)"
"Da Kochi Kali Jame Mosque - 605145",249,"#pc > option:nth-child(249)"
"Malik Sherren Dil School - 605146",250,"#pc > option:nth-child(250)"
"Bodialai village Girls School - 606155",251,"#pc > option:nth-child(251)"
"Sarjal Madrassah - 606157",252,"#pc > option:nth-child(252)"
"Boys School - 606162",253,"#pc > option:nth-child(253)"
"Bazarak Mosque - 606165",254,"#pc > option:nth-child(254)"
"Kachrra School - 606167",255,"#pc > option:nth-child(255)"
"Yaseen Baba Girls High School - 606169",256,"#pc > option:nth-child(256)"
"Sayed Abad School - 606170",257,"#pc > option:nth-child(257)"
"Ihdad Primary School - 607178",258,"#pc > option:nth-child(258)"
"Hazrat Omer Farouq Darul Uloom - 607182",259,"#pc > option:nth-child(259)"
"Hejrat Abad High School - 607185",260,"#pc > option:nth-child(260)"
"Hesar Shahi Camp School - 607187",261,"#pc > option:nth-child(261)"
"Abu Baker Sedique Jame Mosque - 607188",262,"#pc > option:nth-child(262)"
"Kan High School - 607190",263,"#pc > option:nth-child(263)"
"Aabko Madrassah - 608195",264,"#pc > option:nth-child(264)"
"Sour Daag High School - 608203",265,"#pc > option:nth-child(265)"
"Lokhi High School - 608207",266,"#pc > option:nth-child(266)"
"Chamtala Mosque - 608208",267,"#pc > option:nth-child(267)"
"Chimtala High School - 608209",268,"#pc > option:nth-child(268)"
"Arghach Mosque - 608211",269,"#pc > option:nth-child(269)"
"Nookarr Khil School - 608216",270,"#pc > option:nth-child(270)"
"25 Wyale School - 609229",271,"#pc > option:nth-child(271)"
"Takyah School - 609231",272,"#pc > option:nth-child(272)"
